ID,kwh
2024-10-05_consumer_device_12_data_user_10,0.09157125029279051
2024-10-06_consumer_device_12_data_user_10,0.09154605772747523
2024-10-07_consumer_device_12_data_user_10,0.09321894943100556
2024-10-08_consumer_device_12_data_user_10,0.09420692073831428
2024-10-09_consumer_device_12_data_user_10,0.09462614774347577
2024-10-10_consumer_device_12_data_user_10,0.09522631146863664
2024-10-11_consumer_device_12_data_user_10,0.09588239102955794
2024-10-12_consumer_device_12_data_user_10,0.09051179057490705
2024-10-13_consumer_device_12_data_user_10,0.08738201743084935
2024-10-14_consumer_device_12_data_user_10,0.08474064010305474
2024-10-15_consumer_device_12_data_user_10,0.08452148944109528
2024-10-16_consumer_device_12_data_user_10,0.08327008424202967
2024-10-17_consumer_device_12_data_user_10,0.08208262524192504
2024-10-18_consumer_device_12_data_user_10,0.08238871596997357
2024-10-19_consumer_device_12_data_user_10,0.08284341306869993
2024-10-20_consumer_device_12_data_user_10,0.08428234872181707
2024-10-21_consumer_device_12_data_user_10,0.0790981875925781
2024-10-22_consumer_device_12_data_user_10,0.07978168478081572
2024-10-23_consumer_device_12_data_user_10,0.08041675551307273
2024-10-24_consumer_device_12_data_user_10,0.08185005926367324
2024-09-24_consumer_device_12_data_user_11,0.03928888368538458
2024-09-25_consumer_device_12_data_user_11,0.039822526461916335
2024-09-26_consumer_device_12_data_user_11,0.040211705396193585
2024-09-27_consumer_device_12_data_user_11,0.04085012856451337
2024-09-28_consumer_device_12_data_user_11,0.04107159275677629
2024-09-29_consumer_device_12_data_user_11,0.041532730994563616
2024-09-30_consumer_device_12_data_user_11,0.04224680621375684
2024-10-01_consumer_device_12_data_user_11,0.042785765813953186
2024-10-02_consumer_device_12_data_user_11,0.04360345046618169
2024-10-03_consumer_device_12_data_user_11,0.042944154593581696
2024-10-04_consumer_device_12_data_user_11,0.043744266591610535
2024-10-05_consumer_device_12_data_user_11,0.04474781009366941
2024-10-06_consumer_device_12_data_user_11,0.045271582851963955
2024-10-07_consumer_device_12_data_user_11,0.04651047119001104
2024-10-08_consumer_device_12_data_user_11,0.04761147343858722
2024-10-09_consumer_device_12_data_user_11,0.04823966729357983
2024-10-10_consumer_device_12_data_user_11,0.04877548797196372
2024-10-11_consumer_device_12_data_user_11,0.04927046459050775
2024-10-12_consumer_device_12_data_user_11,0.04718295383298281
2024-10-13_consumer_device_12_data_user_11,0.04572155229144182
2024-10-14_consumer_device_12_data_user_11,0.04442303491728939
2024-10-15_consumer_device_12_data_user_11,0.044462154294787296
2024-10-16_consumer_device_12_data_user_11,0.043756479408827806
2024-10-17_consumer_device_12_data_user_11,0.04318238023529885
2024-10-18_consumer_device_12_data_user_11,0.04349075963194433
2024-10-19_consumer_device_12_data_user_11,0.043824884361816405
2024-10-20_consumer_device_12_data_user_11,0.04474213638449558
2024-10-21_consumer_device_12_data_user_11,0.04216742019983543
2024-10-22_consumer_device_12_data_user_11,0.042641047187608236
2024-10-23_consumer_device_12_data_user_11,0.04305619692734404
2024-10-24_consumer_device_12_data_user_11,0.04395347568663722
2024-09-24_consumer_device_12_data_user_12,0.1230294903306566
2024-09-25_consumer_device_12_data_user_12,0.11662311313859956
2024-09-26_consumer_device_12_data_user_12,0.11212704939903745
2024-09-27_consumer_device_12_data_user_12,0.11054896988144627
2024-09-28_consumer_device_12_data_user_12,0.10990395887493536
2024-09-29_consumer_device_12_data_user_12,0.1082489881378843
2024-09-30_consumer_device_12_data_user_12,0.10766867030856121
2024-10-01_consumer_device_12_data_user_12,0.10780559381721996
2024-10-02_consumer_device_12_data_user_12,0.10882863354914883
2024-10-03_consumer_device_12_data_user_12,0.10141628004279507
2024-10-04_consumer_device_12_data_user_12,0.10048017715204866
2024-10-05_consumer_device_12_data_user_12,0.10061428575051694
2024-10-06_consumer_device_12_data_user_12,0.10067814192873849
2024-10-07_consumer_device_12_data_user_12,0.10258131366914827
2024-10-08_consumer_device_12_data_user_12,0.1037682781352364
2024-10-09_consumer_device_12_data_user_12,0.10429940497582794
2024-10-10_consumer_device_12_data_user_12,0.10499776576971392
2024-10-11_consumer_device_12_data_user_12,0.10574571030547947
2024-10-12_consumer_device_12_data_user_12,0.09995814583613587
2024-10-13_consumer_device_12_data_user_12,0.09654361542694179
2024-10-14_consumer_device_12_data_user_12,0.09365080219130269
2024-10-15_consumer_device_12_data_user_12,0.09343583788423244
2024-10-16_consumer_device_12_data_user_12,0.09204987828805845
2024-10-17_consumer_device_12_data_user_12,0.09075103174337007
2024-10-18_consumer_device_12_data_user_12,0.09111319155321243
2024-10-19_consumer_device_12_data_user_12,0.09163003449574306
2024-10-20_consumer_device_12_data_user_12,0.0932417382343081
2024-10-21_consumer_device_12_data_user_12,0.08755963028547246
2024-10-22_consumer_device_12_data_user_12,0.0883316620617952
2024-10-23_consumer_device_12_data_user_12,0.08904474421978135
2024-10-24_consumer_device_12_data_user_12,0.0906473455399696
2024-09-24_consumer_device_12_data_user_13,0.1326897713200931
2024-09-25_consumer_device_12_data_user_13,0.12513225230312405
2024-09-26_consumer_device_12_data_user_13,0.11982494079853795
2024-09-27_consumer_device_12_data_user_13,0.11784698332224282
2024-09-28_consumer_device_12_data_user_13,0.11704758760425275
2024-09-29_consumer_device_12_data_user_13,0.1150210677616678
2024-09-30_consumer_device_12_data_user_13,0.11418373029015526
2024-10-01_consumer_device_12_data_user_13,0.11421898319682974
2024-10-02_consumer_device_12_data_user_13,0.11521869076552448
2024-10-03_consumer_device_12_data_user_13,0.10676736459224498
2024-10-04_consumer_device_12_data_user_13,0.10549737184738676
2024-10-05_consumer_device_12_data_user_13,0.10542276524677405
2024-10-06_consumer_device_12_data_user_13,0.1053767024486043
2024-10-07_consumer_device_12_data_user_13,0.10730122972258077
2024-10-08_consumer_device_12_data_user_13,0.10842618080283019
2024-10-09_consumer_device_12_data_user_13,0.10889846266479741
2024-10-10_consumer_device_12_data_user_13,0.10958602588300026
2024-10-11_consumer_device_12_data_user_13,0.1103405058827788
2024-10-12_consumer_device_12_data_user_13,0.10410255428768247
2024-10-13_consumer_device_12_data_user_13,0.10047503448389704
2024-10-14_consumer_device_12_data_user_13,0.09741563503143164
2024-10-15_consumer_device_12_data_user_13,0.09715717739097277
2024-10-16_consumer_device_12_data_user_13,0.09571057491824261
2024-10-17_consumer_device_12_data_user_13,0.09433488538712385
2024-10-18_consumer_device_12_data_user_13,0.0946844454929291
2024-10-19_consumer_device_12_data_user_13,0.09520762006530176
2024-10-20_consumer_device_12_data_user_13,0.09686767200843562
2024-10-21_consumer_device_12_data_user_13,0.09086389342461376
2024-10-22_consumer_device_12_data_user_13,0.09165122686437953
2024-10-23_consumer_device_12_data_user_13,0.09238356167177905
2024-10-24_consumer_device_12_data_user_13,0.09403763217432669
2024-09-24_consumer_device_12_data_user_2,0.11942863505661458
2024-09-25_consumer_device_12_data_user_2,0.11265344185321116
2024-09-26_consumer_device_12_data_user_2,0.10789587169587951
2024-09-27_consumer_device_12_data_user_2,0.10613471490761708
2024-09-28_consumer_device_12_data_user_2,0.10542205645734484
2024-09-29_consumer_device_12_data_user_2,0.10361299824183241
2024-09-30_consumer_device_12_data_user_2,0.10287816239219137
2024-10-01_consumer_device_12_data_user_2,0.10292284746813508
2024-10-02_consumer_device_12_data_user_2,0.1038405298282443
2024-10-03_consumer_device_12_data_user_2,0.09623370678277282
2024-10-04_consumer_device_12_data_user_2,0.09511234305717382
2024-10-05_consumer_device_12_data_user_2,0.09506957780932024
2024-10-06_consumer_device_12_data_user_2,0.0950408590391685
2024-10-07_consumer_device_12_data_user_2,0.09679938125926196
2024-10-08_consumer_device_12_data_user_2,0.0978364010161582
2024-10-09_consumer_device_12_data_user_2,0.09827577691670006
2024-10-10_consumer_device_12_data_user_2,0.09890628458402072
2024-10-11_consumer_device_12_data_user_2,0.09959590942438196
2024-10-12_consumer_device_12_data_user_2,0.09394261100532371
2024-10-13_consumer_device_12_data_user_2,0.09064910244671151
2024-10-14_consumer_device_12_data_user_2,0.0878698090430125
2024-10-15_consumer_device_12_data_user_2,0.08763861016774918
2024-10-16_consumer_device_12_data_user_2,0.0863222375495262
2024-10-17_consumer_device_12_data_user_2,0.08507273708013403
2024-10-18_consumer_device_12_data_user_2,0.0853941588336385
2024-10-19_consumer_device_12_data_user_2,0.08587214132725288
2024-10-20_consumer_device_12_data_user_2,0.08738534377809704
2024-10-21_consumer_device_12_data_user_2,0.08193060625981578
2024-10-22_consumer_device_12_data_user_2,0.08264922391523728
2024-10-23_consumer_device_12_data_user_2,0.08331702955174125
2024-10-24_consumer_device_12_data_user_2,0.08482437697950751
2024-09-24_consumer_device_12_data_user_3,0.4850231133852294
2024-09-25_consumer_device_12_data_user_3,0.47790849394195045
2024-09-26_consumer_device_12_data_user_3,0.47302576807004215
2024-09-27_consumer_device_12_data_user_3,0.4750900055814145
2024-09-28_consumer_device_12_data_user_3,0.4756364994518523
2024-09-29_consumer_device_12_data_user_3,0.4762324196995026
2024-09-30_consumer_device_12_data_user_3,0.48059999518203866
2024-10-01_consumer_device_12_data_user_3,0.484895528937476
2024-10-02_consumer_device_12_data_user_3,0.4928292503736046
2024-10-03_consumer_device_12_data_user_3,0.47498542705231683
2024-10-04_consumer_device_12_data_user_3,0.47938249954592893
2024-10-05_consumer_device_12_data_user_3,0.4871708031448689
2024-10-06_consumer_device_12_data_user_3,0.4912250341925469
2024-10-07_consumer_device_12_data_user_3,0.5038592077646842
2024-10-08_consumer_device_12_data_user_3,0.5142107587189239
2024-10-09_consumer_device_12_data_user_3,0.5198630974729963
2024-10-10_consumer_device_12_data_user_3,0.5251105946796147
2024-10-11_consumer_device_12_data_user_3,0.5301367541383085
2024-10-12_consumer_device_12_data_user_3,0.5043638420256465
2024-10-13_consumer_device_12_data_user_3,0.4874282089896398
2024-10-14_consumer_device_12_data_user_3,0.4726254383888305
2024-10-15_consumer_device_12_data_user_3,0.4725464141657181
2024-10-16_consumer_device_12_data_user_3,0.4648253317244293
2024-10-17_consumer_device_12_data_user_3,0.4582462028456278
2024-10-18_consumer_device_12_data_user_3,0.4611971803399523
2024-10-19_consumer_device_12_data_user_3,0.4646107727598724
2024-10-20_consumer_device_12_data_user_3,0.47431700227873935
2024-10-21_consumer_device_12_data_user_3,0.4450593698382252
2024-10-22_consumer_device_12_data_user_3,0.44996665247935774
2024-10-23_consumer_device_12_data_user_3,0.4543312487230123
2024-10-24_consumer_device_12_data_user_3,0.46387129071354416
2024-09-24_consumer_device_12_data_user_4,2.311101661851573
2024-09-25_consumer_device_12_data_user_4,2.8739720702032563
2024-09-26_consumer_device_12_data_user_4,3.2729583365611057
2024-09-27_consumer_device_12_data_user_4,3.548453299930193
2024-09-28_consumer_device_12_data_user_4,3.6504003508877263
2024-09-29_consumer_device_12_data_user_4,3.8830688580093318
2024-09-30_consumer_device_12_data_user_4,4.1137537222353355
2024-10-01_consumer_device_12_data_user_4,4.250279919553117
2024-10-02_consumer_device_12_data_user_4,4.404109181966895
2024-10-03_consumer_device_12_data_user_4,4.710744946590792
2024-10-04_consumer_device_12_data_user_4,4.987913199876836
2024-10-05_consumer_device_12_data_user_4,5.250025489158088
2024-10-06_consumer_device_12_data_user_4,5.387229302865524
2024-10-07_consumer_device_12_data_user_4,5.597211174589836
2024-10-08_consumer_device_12_data_user_4,5.816797626851506
2024-10-09_consumer_device_12_data_user_4,5.951638527559185
2024-10-10_consumer_device_12_data_user_4,6.050612544708186
2024-10-11_consumer_device_12_data_user_4,6.135320173743588
2024-10-12_consumer_device_12_data_user_4,5.950224002429596
2024-10-13_consumer_device_12_data_user_4,5.778988240388964
2024-10-14_consumer_device_12_data_user_4,5.617610582948036
2024-10-15_consumer_device_12_data_user_4,5.642223473013871
2024-10-16_consumer_device_12_data_user_4,5.542354766314189
2024-10-17_consumer_device_12_data_user_4,5.472306259135991
2024-10-18_consumer_device_12_data_user_4,5.531868261888534
2024-10-19_consumer_device_12_data_user_4,5.588266860978947
2024-10-20_consumer_device_12_data_user_4,5.730486781020705
2024-10-21_consumer_device_12_data_user_4,5.406988070108255
2024-10-22_consumer_device_12_data_user_4,5.484358190321653
2024-10-23_consumer_device_12_data_user_4,5.549797864381607
2024-10-24_consumer_device_12_data_user_4,5.687221619420781
2024-09-24_consumer_device_12_data_user_5,13.219555419547952
2024-09-25_consumer_device_12_data_user_5,11.943184908088808
2024-09-26_consumer_device_12_data_user_5,11.045086236241746
2024-09-27_consumer_device_12_data_user_5,10.65017813020893
2024-09-28_consumer_device_12_data_user_5,10.495035536209262
2024-09-29_consumer_device_12_data_user_5,10.113975616349304
2024-09-30_consumer_device_12_data_user_5,9.892646228211722
2024-10-01_consumer_device_12_data_user_5,9.832535276189908
2024-10-02_consumer_device_12_data_user_5,9.892990785698046
2024-10-03_consumer_device_12_data_user_5,8.618924140042795
2024-10-04_consumer_device_12_data_user_5,8.317754498335418
2024-10-05_consumer_device_12_data_user_5,8.18335007599092
2024-10-06_consumer_device_12_data_user_5,8.11205951639468
2024-10-07_consumer_device_12_data_user_5,8.269344625640837
2024-10-08_consumer_device_12_data_user_5,8.315304239081314
2024-10-09_consumer_device_12_data_user_5,8.314348873330484
2024-10-10_consumer_device_12_data_user_5,8.35916795542355
2024-10-11_consumer_device_12_data_user_5,8.419695496408437
2024-10-12_consumer_device_12_data_user_5,7.674633926342392
2024-10-13_consumer_device_12_data_user_5,7.271556785479796
2024-10-14_consumer_device_12_data_user_5,6.93965912997933
2024-10-15_consumer_device_12_data_user_5,6.893462482574234
2024-10-16_consumer_device_12_data_user_5,6.747715419508621
2024-10-17_consumer_device_12_data_user_5,6.597279537718458
2024-10-18_consumer_device_12_data_user_5,6.615677389000679
2024-10-19_consumer_device_12_data_user_5,6.658759458162425
2024-10-20_consumer_device_12_data_user_5,6.812900957322112
2024-10-21_consumer_device_12_data_user_5,6.164816983129733
2024-10-22_consumer_device_12_data_user_5,6.233214977878344
2024-10-23_consumer_device_12_data_user_5,6.2999333200364855
2024-10-24_consumer_device_12_data_user_5,6.455553194211504
2024-09-24_consumer_device_12_data_user_6,1.3393989925076446
2024-09-25_consumer_device_12_data_user_6,1.7967823699581684
2024-09-26_consumer_device_12_data_user_6,2.1216546388255217
2024-09-27_consumer_device_12_data_user_6,2.368327229744773
2024-09-28_consumer_device_12_data_user_6,2.4587146551490857
2024-09-29_consumer_device_12_data_user_6,2.662322920697318
2024-09-30_consumer_device_12_data_user_6,2.8797258034341096
2024-10-01_consumer_device_12_data_user_6,3.015425866897734
2024-10-02_consumer_device_12_data_user_6,3.1810463800508297
2024-10-03_consumer_device_12_data_user_6,3.3727773832116377
2024-10-04_consumer_device_12_data_user_6,3.630489614057071
2024-10-05_consumer_device_12_data_user_6,3.889130190200327
2024-10-06_consumer_device_12_data_user_6,4.0244238262417396
2024-10-07_consumer_device_12_data_user_6,4.257921053479471
2024-10-08_consumer_device_12_data_user_6,4.4903356077665695
2024-10-09_consumer_device_12_data_user_6,4.630158003102173
2024-10-10_consumer_device_12_data_user_6,4.737306268577248
2024-10-11_consumer_device_12_data_user_6,4.831210097043545
2024-10-12_consumer_device_12_data_user_6,4.565199789328031
2024-10-13_consumer_device_12_data_user_6,4.3475129639222665
2024-10-14_consumer_device_12_data_user_6,4.147119790452086
2024-10-15_consumer_device_12_data_user_6,4.168074348816089
2024-10-16_consumer_device_12_data_user_6,4.0499808102716415
2024-10-17_consumer_device_12_data_user_6,3.9623647469417826
2024-10-18_consumer_device_12_data_user_6,4.0259950117473045
2024-10-19_consumer_device_12_data_user_6,4.088792640774516
2024-10-20_consumer_device_12_data_user_6,4.251664906497324
2024-10-21_consumer_device_12_data_user_6,3.8516664960683697
2024-10-22_consumer_device_12_data_user_6,3.9387377097229552
2024-10-23_consumer_device_12_data_user_6,4.013262633308052
2024-10-24_consumer_device_12_data_user_6,4.1713049001006555
2024-09-24_consumer_device_12_data_user_7,0.11555577928308224
2024-09-25_consumer_device_12_data_user_7,0.10902691940990795
2024-09-26_consumer_device_12_data_user_7,0.10444241984527465
2024-09-27_consumer_device_12_data_user_7,0.10274855436222248
2024-09-28_consumer_device_12_data_user_7,0.10206288508657851
2024-09-29_consumer_device_12_data_user_7,0.10032167897567566
2024-09-30_consumer_device_12_data_user_7,0.09961783990347214
2024-10-01_consumer_device_12_data_user_7,0.09966443820558529
2024-10-02_consumer_device_12_data_user_7,0.10055455944917316
2024-10-03_consumer_device_12_data_user_7,0.09321609904770231
2024-10-04_consumer_device_12_data_user_7,0.09214014808516055
2024-10-05_consumer_device_12_data_user_7,0.09210546055351773
2024-10-06_consumer_device_12_data_user_7,0.09208118708577437
2024-10-07_consumer_device_12_data_user_7,0.09378475571610391
2024-10-08_consumer_device_12_data_user_7,0.09479178448838924
2024-10-09_consumer_device_12_data_user_7,0.09521950809989832
2024-10-10_consumer_device_12_data_user_7,0.09583091003428004
2024-10-11_consumer_device_12_data_user_7,0.0964990437461068
2024-10-12_consumer_device_12_data_user_7,0.09103477055432585
2024-10-13_consumer_device_12_data_user_7,0.08784978515839575
2024-10-14_consumer_device_12_data_user_7,0.08516164544177508
2024-10-15_consumer_device_12_data_user_7,0.08493898888802046
2024-10-16_consumer_device_12_data_user_7,0.08366519871411086
2024-10-17_consumer_device_12_data_user_7,0.08245674179231699
2024-10-18_consumer_device_12_data_user_7,0.08276865352111158
2024-10-19_consumer_device_12_data_user_7,0.08323168206015073
2024-10-20_consumer_device_12_data_user_7,0.08469662665447468
2024-10-21_consumer_device_12_data_user_7,0.07942061964500238
2024-10-22_consumer_device_12_data_user_7,0.0801165677043143
2024-10-23_consumer_device_12_data_user_7,0.08076314370188677
2024-10-24_consumer_device_12_data_user_7,0.08222231288338158
2024-09-24_consumer_device_12_data_user_8,0.13548198274971718
2024-09-25_consumer_device_12_data_user_8,0.1275089948330964
2024-09-26_consumer_device_12_data_user_8,0.12190894600170053
2024-09-27_consumer_device_12_data_user_8,0.1197886484256621
2024-09-28_consumer_device_12_data_user_8,0.11893418857499505
2024-09-29_consumer_device_12_data_user_8,0.116774834399125
2024-09-30_consumer_device_12_data_user_8,0.11584733823822849
2024-10-01_consumer_device_12_data_user_8,0.11584804950236931
2024-10-02_consumer_device_12_data_user_8,0.11684286849456203
2024-10-03_consumer_device_12_data_user_8,0.10801156240024695
2024-10-04_consumer_device_12_data_user_8,0.10662388770598501
2024-10-05_consumer_device_12_data_user_8,0.10647792172260645
2024-10-06_consumer_device_12_data_user_8,0.10639425705949287
2024-10-07_consumer_device_12_data_user_8,0.1083319591042979
2024-10-08_consumer_device_12_data_user_8,0.10943922267241578
2024-10-09_consumer_device_12_data_user_8,0.10989289705119049
2024-10-10_consumer_device_12_data_user_8,0.11057888711110539
2024-10-11_consumer_device_12_data_user_8,0.11133790613897272
2024-10-12_consumer_device_12_data_user_8,0.1049273481697071
2024-10-13_consumer_device_12_data_user_8,0.10121612622191578
2024-10-14_consumer_device_12_data_user_8,0.09809057968960226
2024-10-15_consumer_device_12_data_user_8,0.09781650747345474
2024-10-16_consumer_device_12_data_user_8,0.09634480533965134
2024-10-17_consumer_device_12_data_user_8,0.09493871237643114
2024-10-18_consumer_device_12_data_user_8,0.09528504951374371
2024-10-19_consumer_device_12_data_user_8,0.09581198492861445
2024-10-20_consumer_device_12_data_user_8,0.09749360047812955
2024-10-21_consumer_device_12_data_user_8,0.09136180000483983
2024-10-22_consumer_device_12_data_user_8,0.09215676068342897
2024-10-23_consumer_device_12_data_user_8,0.09289790072251318
2024-10-24_consumer_device_12_data_user_8,0.09457458014328106
2024-09-24_consumer_device_12_data_user_9,0.13094909413576133
2024-09-25_consumer_device_12_data_user_9,0.1232241080052599
2024-09-26_consumer_device_12_data_user_9,0.11779828159869504
2024-09-27_consumer_device_12_data_user_9,0.11574502565069769
2024-09-28_consumer_device_12_data_user_9,0.11491750437205789
2024-09-29_consumer_device_12_data_user_9,0.11282601202708634
2024-09-30_consumer_device_12_data_user_9,0.11192879621665329
2024-10-01_consumer_device_12_data_user_9,0.11193066783059252
2024-10-02_consumer_device_12_data_user_9,0.11289648263841827
2024-10-03_consumer_device_12_data_user_9,0.10433713343341394
2024-10-04_consumer_device_12_data_user_9,0.10299417423578025
2024-10-05_consumer_device_12_data_user_9,0.10285492870154657
2024-10-06_consumer_device_12_data_user_9,0.10277500321644158
2024-10-07_consumer_device_12_data_user_9,0.10465543494713633
2024-10-08_consumer_device_12_data_user_9,0.10573083476692964
2024-10-09_consumer_device_12_data_user_9,0.10617184223681758
2024-10-10_consumer_device_12_data_user_9,0.10683777061397981
2024-10-11_consumer_device_12_data_user_9,0.10757437749420097
2024-10-12_consumer_device_12_data_user_9,0.10135770066813593
2024-10-13_consumer_device_12_data_user_9,0.09775816625290175
2024-10-14_consumer_device_12_data_user_9,0.09472653300493084
2024-10-15_consumer_device_12_data_user_9,0.09446103145068344
2024-10-16_consumer_device_12_data_user_9,0.09303334277516359
2024-10-17_consumer_device_12_data_user_9,0.09166952076495577
2024-10-18_consumer_device_12_data_user_9,0.09200581237554663
2024-10-19_consumer_device_12_data_user_9,0.09251716770710229
2024-10-20_consumer_device_12_data_user_9,0.09414873536923843
2024-10-21_consumer_device_12_data_user_9,0.08820111731736294
2024-10-22_consumer_device_12_data_user_9,0.0889725063148992
2024-10-23_consumer_device_12_data_user_9,0.08969161258733589
2024-10-24_consumer_device_12_data_user_9,0.09131835311811527
2024-09-24_consumer_device_13_data_user_1,0.6711039327139143
2024-09-25_consumer_device_13_data_user_1,0.8983475973724648
2024-09-26_consumer_device_13_data_user_1,1.060066077553319
2024-09-27_consumer_device_13_data_user_1,1.1933693745376845
2024-09-28_consumer_device_13_data_user_1,1.2418329754630224
2024-09-29_consumer_device_13_data_user_1,1.3498461673262236
2024-09-30_consumer_device_13_data_user_1,1.471973124331054
2024-10-01_consumer_device_13_data_user_1,1.55106144800712
2024-10-02_consumer_device_13_data_user_1,1.6524891676001063
2024-10-03_consumer_device_13_data_user_1,1.7206805098159577
2024-10-04_consumer_device_13_data_user_1,1.8640302300890963
2024-10-05_consumer_device_13_data_user_1,2.014043938688314
2024-10-06_consumer_device_13_data_user_1,2.092479336110341
2024-10-07_consumer_device_13_data_user_1,2.23811443965269
2024-10-08_consumer_device_13_data_user_1,2.3790236177571726
2024-10-09_consumer_device_13_data_user_1,2.462747994937703
2024-10-10_consumer_device_13_data_user_1,2.528575739173982
2024-10-11_consumer_device_13_data_user_1,2.587044851949118
2024-10-12_consumer_device_13_data_user_1,2.4004054272144337
2024-10-13_consumer_device_13_data_user_1,2.2552391315345344
2024-10-14_consumer_device_13_data_user_1,2.123039434193336
2024-10-15_consumer_device_13_data_user_1,2.133900098293046
2024-10-16_consumer_device_13_data_user_1,2.0578191402494377
2024-10-17_consumer_device_13_data_user_1,1.999823713237534
2024-10-18_consumer_device_13_data_user_1,2.0386146918119796
2024-10-19_consumer_device_13_data_user_1,2.077810960856816
2024-10-20_consumer_device_13_data_user_1,2.1810236699750645
2024-10-21_consumer_device_13_data_user_1,1.9176717183573038
2024-10-22_consumer_device_13_data_user_1,1.9723360735816236
2024-10-23_consumer_device_13_data_user_1,2.0194231665851508
2024-10-24_consumer_device_13_data_user_1,2.1197966539353845
2024-09-24_consumer_device_13_data_user_10,1.3855958906515622
2024-09-25_consumer_device_13_data_user_10,1.8873313845587023
2024-09-26_consumer_device_13_data_user_10,2.2440797148867797
2024-09-27_consumer_device_13_data_user_10,2.5275840191739265
2024-09-28_consumer_device_13_data_user_10,2.631008306303672
2024-09-29_consumer_device_13_data_user_10,2.862593969395997
2024-09-30_consumer_device_13_data_user_10,3.1180338751811805
2024-10-01_consumer_device_13_data_user_10,3.280909931614987
2024-10-02_consumer_device_13_data_user_10,3.485586582464589
2024-10-03_consumer_device_13_data_user_10,3.6633923999788065
2024-10-04_consumer_device_13_data_user_10,3.9644868823009696
2024-10-05_consumer_device_13_data_user_10,4.274051424200389
2024-10-06_consumer_device_13_data_user_10,4.4359398332953255
2024-10-07_consumer_device_13_data_user_10,4.727670028498415
2024-10-08_consumer_device_13_data_user_10,5.013181281628099
2024-10-09_consumer_device_13_data_user_10,5.183688434936035
2024-10-10_consumer_device_13_data_user_10,5.316355211440755
2024-10-11_consumer_device_13_data_user_10,5.4335581834718205
2024-10-12_consumer_device_13_data_user_10,5.076307678368049
2024-10-13_consumer_device_13_data_user_10,4.793047412451408
2024-10-14_consumer_device_13_data_user_10,4.5340130926773154
2024-10-15_consumer_device_13_data_user_10,4.55753987630478
2024-10-16_consumer_device_13_data_user_10,4.407081686040358
2024-10-17_consumer_device_13_data_user_10,4.293592266521136
2024-10-18_consumer_device_13_data_user_10,4.372015165848034
2024-10-19_consumer_device_13_data_user_10,4.450508563593516
2024-10-20_consumer_device_13_data_user_10,4.655955226832891
2024-10-21_consumer_device_13_data_user_10,4.139538979625542
2024-10-22_consumer_device_13_data_user_10,4.2487541311590995
2024-10-23_consumer_device_13_data_user_10,4.342591966472732
2024-10-24_consumer_device_13_data_user_10,4.542212258904616
2024-09-24_consumer_device_13_data_user_11,0.566173293072346
2024-09-25_consumer_device_13_data_user_11,0.7854470448188722
2024-09-26_consumer_device_13_data_user_11,0.9416957606580715
2024-09-27_consumer_device_13_data_user_11,1.077309546340727
